image_id,quality,layout,vocabulary_type,resolution_type,gt,pred,correct,error_type,note
3270,middle,multi,IV,low,皖舒城2188WANSHUCHENG,皖舒城2188WANSHUCHENG,True,correct,
3271,middle,multi,IV,low,皖舒城2188WANSHUCHENG,皖舒城2188WANSHUCHENG,True,correct,
3272,middle,multi,IV,low,皖舒城2188WANSHUCHENG,皖舒城2188WANSHUCHENG,True,correct,
3273,middle,multi,IV,low,皖舒城货8388WANSHUCHENGHUO,皖舒城货8388WANSHUCHENGHUO,True,correct,
3274,middle,multi,IV,low,皖航运0368WANHANGYUN,皖航运0368WANHANGYUN,True,correct,
3275,middle,multi,IV,low,皖航运0368WANHANGYUN,皖航运0368WANHANGYUN,True,correct,
3276,middle,multi,IV,low,皖蒙城货0669WANMENGCHENGHUO,皖蒙城货0669WANMENGCHENGHUO,True,correct,
3277,middle,multi,IV,low,皖蒙城货0669WANMENGCHENGHUO,皖蒙城货0669WANMENGCHENGHUO,True,correct,
3278,middle,multi,IV,low,皖蒙城货0669WANMENGCHENGHUO,皖蒙城货0669WANMENGCHENGHUO,True,correct,
3279,middle,multi,IV,low,皖蒙城货1678WANMENGCHENGHUO,皖蒙城货1678WANMENGCHENGHUO,True,correct,
3280,middle,multi,IV,low,皖蒙城货1678亳州港WANMENGCHENGHUOBOZHOUGANG,皖蒙城货1678亳州港WANMENGCHENGHUOBOZHOUGANG,True,correct,
3281,middle,multi,IV,low,皖蒙城货2222WANMENGCHENGHUO,皖蒙城货2222WANMENGCHENGHUO,True,correct,
3282,middle,multi,IV,low,皖蓼航566六安港,皖蓼航566六安港,True,correct,
3283,middle,multi,IV,low,皖蚌埠货2068WANBENGBUHUO,皖蚌埠货2068WANBENGBUHUO,True,correct,
3284,middle,multi,IV,low,皖蚌埠货2789WANBENGBUHUO,皖蚌埠货2789WANBENGBUHUO,True,correct,
3285,middle,multi,IV,low,皖蚌埠货3006WANBENGBUHUO,皖蚌埠货3006WANBENGBUHUO,True,correct,
3286,middle,multi,IV,low,皖诚兴货688WANCHENGXINGHUO,皖诚兴68WANCHENGXING,False,length_error,
3287,middle,multi,IV,low,皖诚兴货688蚌埠港,皖诚兴货688蚌埠港,True,correct,
3288,middle,multi,IV,low,皖迎河6588WANYINGHE,皖迎河6588WANYINGHE,True,correct,
3289,middle,multi,IV,low,皖迎河6588WANYINGHE,皖迎河6588WANYINGHE,True,correct,
3290,middle,multi,IV,low,皖迎河9996WANYINGHE,皖迎河9996WANYINGHE,True,correct,
3291,middle,multi,IV,low,皖远东888WANYUANDONG,皖远东888WANYUANDONG,True,correct,
3292,middle,multi,IV,low,皖远洋668WANYUANYANG,皖远洋688WANYUANYANG,False,single_char_error,
3293,middle,multi,IV,low,皖远顺968WANYUANSHUN,皖远顺968WANYUANSHUN,True,correct,
3294,middle,multi,IV,low,皖远顺968WANYUANSHUN,皖远顺968WANYUANSHUN,True,correct,
3295,middle,multi,IV,low,皖郎溪货1262宣城港WANLANGXIHUOXUANCHENGGANG,皖郎溪货1262宣城港WANLANGXIHUOXUANCHENGGANG,True,correct,
3296,middle,multi,IV,low,皖郎溪货1886WANLANGXIHUO,皖郎溪货1886WANLANGXIHUO,True,correct,
3297,middle,multi,IV,low,皖郎溪货1886WANLANGXIHUO,皖郎溪货1886WANLANGXIHUO,True,correct,
3298,middle,multi,IV,low,皖郎溪货2266WANLANGXIHUO,皖郎溪货2266WANLANGXIHUO,True,correct,
3299,middle,multi,IV,low,皖郎溪货2266WANLANGXIHUO,皖郎溪货2266WANLANGXIHUO,True,correct,
3300,middle,multi,IV,low,皖郎溪货2266WANLANGXIHUO,皖郎溪货2266WANLANGXIHUO,True,correct,
3301,middle,multi,IV,low,皖郎溪货2266WANLANGXIHUO,皖郎溪货2266WANLANGXIHUO,True,correct,
3302,middle,multi,IV,low,皖郎溪货5508WANLANGXIHUO,皖郎溪货5508WANLANGXIHUO,True,correct,
3303,middle,multi,IV,low,皖郎溪货6858WANLANGXIHUO,皖郎溪货6858WANLANGXIHUO,True,correct,
3304,middle,multi,IV,low,皖郎溪货8158WANLANGXIHUO,皖郎溪货8158WANLANGXIHUO,True,correct,
3305,middle,multi,IV,low,皖郎溪货8158WANLANGXIHUO,皖郎溪货8158WANLANGXIHUO,True,correct,
3306,middle,multi,IV,low,皖郎溪货9098WANLANGXIHUO,皖郎溪货9098WANLANGXIHUO,True,correct,
3307,middle,multi,IV,low,皖郎溪货9098WANLANGXIHUO,皖郎溪货9098WANLANGXIHUO,True,correct,
3308,middle,multi,IV,low,皖金港0718WANJINGANG,皖金港0718WANJINGANG,True,correct,
3309,middle,multi,IV,low,皖金航189WANJINHANG,皖金航189WANJINHANG,True,correct,
3310,middle,multi,IV,low,皖金舵169WANJINDUO,皖金舵169WANJINDUO,True,correct,
3311,middle,multi,IV,low,皖金舵912WANJINDUO,皖金舵912WANJINDUO,True,correct,
3312,middle,multi,IV,low,皖金舵1199WANJINDUO,皖金舵1199WANJINDUO,True,correct,
3313,middle,multi,IV,low,皖金舵1816WANJINDUO,皖金舵1816WANJINDUO,True,correct,
3314,middle,multi,IV,low,皖金舵2297WANJINDUO,皖金舵2297WANJINDUO,True,correct,
3315,middle,multi,IV,low,皖金舵6618WANJINDUO,皖金舵6618WANJINDUO,True,correct,
3316,middle,multi,IV,low,皖金舵9188WANJINDUO,皖金舵9188WANJINDUO,True,correct,
3317,middle,multi,IV,low,皖金锚0021WANJINMAO,皖金锚0021WANJINMAO,True,correct,
3318,middle,multi,IV,low,皖金锚0508WANJINMAO,皖金锚0508WANJINMAO,True,correct,
3319,middle,multi,IV,low,皖铜陵货2158WANTONGLINGHUO,皖铜陵货2128,False,length_error,
3320,middle,multi,IV,low,皖镇固0285WANZHENGU,皖镇固0285WANZHENGU,True,correct,
3321,middle,multi,IV,low,皖长胜1181WANCHANGSHENG,长盛1187CHANGSHENG,False,length_error,
3322,middle,multi,IV,low,皖阜阳货1106WANFUYANGHUO,皖阜阳货1106WANFUYANGHUO,True,correct,
3323,middle,multi,IV,low,皖阜阳货1812WANFUYANGHUO,皖阜阳货1812WANFUYANGHUO,True,correct,
3324,middle,multi,IV,low,皖阜阳货1981WANFUYANGHUO,皖阜阳货1981WANFUYANGHUO,True,correct,
3325,middle,multi,IV,low,皖霍邱333WANHUOQIU,皖霍邱333WANHUOQIU,True,correct,
3326,middle,multi,IV,low,皖霍邱789六安港WANHUOQIULUANGANG,皖霍邱789六安港WANHUOQIULUANGANG,True,correct,
3327,middle,multi,IV,low,皖霍邱1002六安港,皖霍邱1002六安港,True,correct,
3328,middle,multi,IV,low,皖霍邱1588WANHUOQIU,皖霍邱1588WANHUOQIU,True,correct,
3329,middle,multi,IV,low,皖霍邱7666六安港,皖霍邱7666六安港,True,correct,
3330,middle,multi,IV,low,皖顺河1688WANSHUNHE,皖顺河1688WANSHUNHE,True,correct,
3331,middle,multi,IV,low,皖马货3022,皖马货3022,True,correct,
3332,middle,multi,IV,low,皖马货5168WANMAHUO,皖马货5168WANMAHUO,True,correct,
3333,middle,multi,IV,low,皖马货5168马鞍山WANMAHUOMAANSHAN,皖马货5168马鞍山WANMAHUOMAANSHAN,True,correct,
3334,middle,multi,IV,low,皖马货5168马鞍山WANMAHUOMAANSHAN,皖马货5168马鞍山WANMAHUOMAANSHAN,True,correct,
3335,middle,multi,IV,low,皖鸣远018WANMINGYUAN,皖鸣远018WANMINGYUAN,True,correct,
3336,middle,multi,IV,low,皖鸣远8899WANMINGYUAN,皖鸣远8899WANMINGYUAN,True,correct,
3337,middle,multi,IV,low,皖鸿盛689WANHONGSHENG,皖鸿盛689WANHONGSHENG,True,correct,
3338,middle,multi,IV,low,皖鸿运1918WANHONGYUN,皖鸿远1918WANHONGYUAN,False,length_error,
3339,middle,multi,IV,low,皖鸿远0688WANHONGYUAN,皖鸿远0688WANHONGYUAN,True,correct,
3340,middle,multi,IV,low,皖鸿远1918WANHONGYUAN,皖鸿远1918WANHONGYUAN,True,correct,
3341,middle,multi,IV,low,皖鸿顺128WANHONGSHUN,皖鸿顺128WANHONGSHUN,True,correct,
3342,middle,multi,IV,low,皖鸿顺138WANHONGSHUN,皖鸿顺138WANHONGSHUN,True,correct,
3343,middle,multi,IV,low,皖龙8886蚌埠港,皖龙8886蚌埠港,True,correct,
3344,middle,multi,IV,low,皖龙号199WANLONGHAO,皖龙号199WANLONGHAO,True,correct,
3345,middle,multi,IV,low,益嘉18号18YIJIAHAO,益嘉18号YIJIAHAO,False,length_error,
3346,middle,multi,IV,low,益峰288YIFENG,益峰288YIFENG,True,correct,
3347,middle,multi,IV,low,祥浩968XIANGHAO,祥浩968XIANGHAO,True,correct,
3348,middle,multi,IV,low,祥瑞9亳州XIANGRUIBOZHOU,祥瑞9亳州XIANGRUIBOZHOU,True,correct,
3349,middle,multi,IV,low,祥瑞1589XIANGRUI,祥瑞1589XIANGRUI,True,correct,
3350,middle,multi,IV,low,红航货7217HONGHANGHUO,红航货7217HONGHANGHUO,True,correct,
3351,middle,multi,IV,low,红航货8600HONGHANGHUO,红航货8600HONGHANGHUO,True,correct,
3352,middle,multi,IV,low,红航货8600HONGHANGHUO,红航货8600HONGHANGHUO,True,correct,
3353,middle,multi,IV,low,绍航集168绍兴港,绍航集168绍兴港,True,correct,
3354,middle,multi,IV,low,绿动8023LVDONG,绿动8023LVDONG,True,correct,
3355,middle,multi,IV,low,翔运89XIANGYUN,翔运89XIANGYUN,True,correct,
3356,middle,multi,IV,low,翔运0188XIANGYUN,翔运0188XIANGYUN,True,correct,
3357,middle,multi,IV,low,翔运0188XIANGYUN,翔运0188XIANGYUN,True,correct,
3358,middle,multi,IV,low,翔运1699XIANGYUN,六航1699LIUHANG,False,length_error,
3359,middle,multi,IV,low,翔运9699XIANGYUN,翔运9699XIANGYUN,True,correct,
3360,middle,multi,IV,low,腾达128TENGDA,腾达128TENGDA,True,correct,
3361,middle,multi,IV,low,腾运012TENGYUN,腾运012TENGYUN,True,correct,
3362,middle,multi,IV,low,腾运016TENGYUN,腾运016TENGYUN,True,correct,
3363,middle,multi,IV,low,自航22合肥港,自航22合肥港,True,correct,
3364,middle,multi,IV,low,航远89HANGYUAN,航远89HANGYUAN,True,correct,
3365,middle,multi,IV,low,航远89HANGYUAN,航远89HANGYUAN,True,correct,
3366,middle,multi,IV,low,航远89池州港,航远89池州港,True,correct,
3367,middle,multi,IV,low,航远89池州港HANGYUANCHIZHOUGANG,航远89池州港HANGYUANCHIZHOUGANG,True,correct,
3368,middle,multi,IV,low,航远89池州港HANGYUANCHIZHOUGANG,航远89池州港HANGYUANCHIZHOUGANG,True,correct,
3369,middle,multi,IV,low,航韵001HANGYUN,航韵001HANGYUN,True,correct,
3370,middle,multi,IV,low,芜湖联顺555芜湖WUHULIANSHUNWUHU,芜湖联顺555芜湖WUHULIANSHUNWUHU,True,correct,
3371,middle,multi,IV,low,芜湖金旺202芜湖港,芜湖金旺202芜湖港,True,correct,
3372,middle,multi,IV,low,芜湖金旺1056WUHUJINWANG,芜湖金旺1056WUHUJINWANG,True,correct,
3373,middle,multi,IV,low,苏东悦货158SUDONGYUEHUO,苏东悦货158SUDONGYUEHUO,True,correct,
3374,middle,multi,IV,low,苏东悦货588SUDONGYUEHUO,苏东悦货588SUDONGYUEHUO,True,correct,
3375,middle,multi,IV,low,苏东悦货666SUDONGYUEHUO,苏东悦货666SUDONGYUEHUO,True,correct,
3376,middle,multi,IV,low,苏东油988SUDONGYOU,苏东油988SUDONGYOU,True,correct,
3377,middle,multi,IV,low,苏东油988南京,苏东油988南京,True,correct,
3378,middle,multi,IV,low,苏中川6118SUZHONGCHUAN,苏中川6118SUZHONGCHUAN,True,correct,
3379,middle,multi,IV,low,苏丰港货0168SUFENGGANGHUO,苏丰港货0168SUFENGGANGHUO,True,correct,
3380,middle,multi,IV,low,苏丰港货0699SUFENGGANGHUO,苏丰港货0699SUFENGGANGHUO,True,correct,
3381,middle,multi,IV,low,苏兴淮货8889SUXINGHUAIHUO,苏兴淮货8889SUXINGHUAIHUO,True,correct,
3382,middle,multi,IV,low,苏内航货1866淮安港,苏内航货1866淮安港,True,correct,
3383,middle,multi,IV,low,苏内航货1988SUNEIHANGHUO,苏内航货1988SUNEIHANGHUO,True,correct,
3384,middle,multi,IV,low,苏华航2829SUHUAHANG,苏华航2829SUHUAHANG,True,correct,
3385,middle,multi,IV,low,苏华航2829SUHUAHANG,苏华航2829SUHUAHANG,True,correct,
3386,middle,multi,IV,low,苏华航2829SUHUAHANG,苏华航2829SUHUAHANG,True,correct,
3387,middle,multi,IV,low,苏华航2829SUHUAHANG,苏华航2829SUHUAHANG,True,correct,
3388,middle,multi,IV,low,苏华茂货2866SUHUAMAOHUO,苏华茂货2866SUHUAMAOHUO,True,correct,
3389,middle,multi,IV,low,苏华茂货5188SUHUAMAOHUO,苏祥发货6688SUXIANGFAHUO,False,length_error,
3390,middle,multi,IV,low,苏宇通货1688SUYUTONGHUO,苏宇通货1688SUYUTONGHUO,True,correct,
3391,middle,multi,IV,low,苏宇通货1688SUYUTONGHUO,苏宇通货1688SUYUTONGHUO,True,correct,
3392,middle,multi,IV,low,苏宇通货1688SUYUTONGHUO,苏宇通货1688SUYUTONGHUO,True,correct,
3393,middle,multi,IV,low,苏宝货588SUBAOHUO,苏宝货588SUBAOHUO,True,correct,
3394,middle,multi,IV,low,苏宝货588SUBAOHUO,苏宝货588SUBAOHUO,True,correct,
3395,middle,multi,IV,low,苏宝货588SUBAOHUO,苏宝货588SUBAOHUO,True,correct,
3396,middle,multi,IV,low,苏宝鑫货8688SUBAOXINHUO,苏宝鑫货8688SUBAOXINHUO,True,correct,
3397,middle,multi,IV,low,苏宿货1688SUSUHUO,苏宿货1688SUSUHUO,True,correct,
3398,middle,multi,IV,low,苏宿货1688SUSUHUO,苏宿货1688SUSUHUO,True,correct,
3399,middle,multi,IV,low,苏宿货1918SUSUHUO,苏宿货1918SUSUHUO,True,correct,
3400,middle,multi,IV,low,苏宿货2155SUSUHUO,苏宿货2155SUSUHUO,True,correct,
3401,middle,multi,IV,low,苏宿货3148SUSUHUO,苏宿货3148SUSUHUO,True,correct,
3402,middle,multi,IV,low,苏宿货3148SUSUHUO,苏宿货3148SUSUHUO,True,correct,
3403,middle,multi,IV,low,苏宿货3148SUSUHUO,苏宿货3148SUSUHUO,True,correct,
3404,middle,multi,IV,low,苏宿货3148SUSUHUO,苏宿货3148SUSUHUO,True,correct,
3405,middle,multi,IV,low,苏州徐货7201,苏徐州货7201,False,order_error,
3406,middle,multi,IV,low,苏常州货396SUCHANGZHOUHUO,苏常州货396SUCHANGZHOUHUO,True,correct,
3407,middle,multi,IV,low,苏徐州货1688SUXUZHOUHUO,洲港货1688ZHOUGANGHUO,False,length_error,
3408,middle,multi,IV,low,苏徐州货6689SUXUZHOUHUO,苏徐州货6689SUXUZHOUHUO,True,correct,
3409,middle,multi,IV,low,苏徐州货6689SUXUZHOUHUO,苏徐州货6689SUXUZHOUHUO,True,correct,
3410,middle,multi,IV,low,苏振丰货1SUZHENFENGHUO,苏振丰货1SUZHENFENGHUO,True,correct,
3411,middle,multi,IV,low,苏振丰货1SUZHENFENGHUO,苏振丰货1SUZHENFENGHUO,True,correct,
3412,middle,multi,IV,low,苏振丰货1徐州港SUZHENFENGHUO,苏振丰货1徐州港SUZHENFENGHUO,True,correct,
3413,middle,multi,IV,low,苏振航货066SUZHENHANGHUO,苏振航货066SUZHENHANGHUO,True,correct,
3414,middle,multi,IV,low,苏方圆货016SUFANGYUANHUO,苏方圆货0166SUFANGYUANHUO,False,length_error,
3415,middle,multi,IV,low,苏方圆货366SUFANGYUANHUO,苏方圆货366SUFANGYUANHUO,True,correct,
3416,middle,multi,IV,low,苏方圆货366盐城港,苏方圆货366盐城港,True,correct,
3417,middle,multi,IV,low,苏方圆货366盐城港,苏方圆货366盐城港,True,correct,
3418,middle,multi,IV,low,苏方圆货5588SUFANGYUANHUO,苏方圆货5588SUFANGYUANHUO,True,correct,
3419,middle,multi,IV,low,苏无锡货08188无锡,苏无锡货08188无锡,True,correct,
3420,middle,multi,IV,low,苏无锡货08188无锡,苏无锡货08188无锡,True,correct,
3421,middle,multi,IV,low,苏无锡货80238无锡,苏无锡货80238无锡,True,correct,
3422,middle,multi,IV,low,苏无锡货80238无锡SUWUXIHUOWUXI,苏无锡货80238无锡SUWUXIHUOWUXI,True,correct,
3423,middle,multi,IV,low,苏无锡货86828SUWUXIHUO,苏无锡货86828SUWUXIHUO,True,correct,
3424,middle,multi,IV,low,苏无锡货86828无锡,苏无锡货86828无锡,True,correct,
3425,middle,multi,IV,low,苏无锡货86828无锡港,苏无锡货86828无锡港,True,correct,
3426,middle,multi,IV,low,苏无锡货86838SUWUXIHUO,苏无锡货86838SUWUXIHUO,True,correct,
3427,middle,multi,IV,low,苏无锡货86838无锡港,苏无锡货86838无锡港,True,correct,
3428,middle,multi,IV,low,苏无锡货86838无锡港SUWUXIHUOWUXIGANG,苏无锡货86838无锡港SUWUXIHUOWUXIGANG,True,correct,
3429,middle,multi,IV,low,苏水运货998SUSHUIYUNHUO,苏水运货998SUSHUIYUNHUO,True,correct,
3430,middle,multi,IV,low,苏泗洪货1855宿迁港,苏泗洪货1855宿迁港,True,correct,
3431,middle,multi,IV,low,苏洪运货1658SUHONGYUNHUO,苏洪运货1658SUHONGYUNHUO,True,correct,
3432,middle,multi,IV,low,苏洪运货1689SUHONGYUNHUO,苏洪运货1689SUHONGYUNHUO,True,correct,
3433,middle,multi,IV,low,苏洪运货1689SUHONGYUNHUO,苏洪运货1689SUHONGYUNHUO,True,correct,
3434,middle,multi,IV,low,苏洪运货8816SUHONGYUNHUO,苏洪运货8816SUHONGYUNHUO,True,correct,
3435,middle,multi,IV,low,苏海集666SUHAIJI,苏海集666SUHAIJI,True,correct,
3436,middle,multi,IV,low,苏淮三航货8858SUHUAISANHANGHUO,苏淮三航货8858SUHUAISANHANGHUO,True,correct,
3437,middle,multi,IV,low,苏淮三航货8858SUHUAISANHANGHUO,苏淮三航货8858SUHUAISANHANGHUO,True,correct,
3438,middle,multi,IV,low,苏淮三航货9888淮安港,苏淮三航货9888淮安港,True,correct,
3439,middle,multi,IV,low,苏淮航货5508SUHUAIHANGHUO,苏淮航货5508SUHUAIHANGHUO,True,correct,
3440,middle,multi,IV,low,苏淮货9081SUHUAIHUO,苏淮货9081SUHUAIHUO,True,correct,
3441,middle,multi,IV,low,苏淮货9448淮安港SUHUAIHUOHUAIANGANG,苏淮货9448淮安港SUHUAIHUOHUAIANGANG,True,correct,
3442,middle,multi,IV,low,苏盐城散218199SUYANCHENGSAN,苏盐城货218199SUYANCHENGHUO,False,multi_char_error,
3443,middle,multi,IV,low,苏盐城货060808SUYANCHENGHUO,苏盐城货060808SUYANCHENGHUO,True,correct,
3444,middle,multi,IV,low,苏盐城货062186SUYANCHENGHUO,苏盐城货062188SUYANCHENGHUO,False,single_char_error,
3445,middle,multi,IV,low,苏盐城货083101SUYANCHENGHUO,苏盐城货083101SUYANCHENGHUO,True,correct,
3446,middle,multi,IV,low,苏盐城货083101盐城港,苏盐城货083101盐城港,True,correct,
3447,middle,multi,IV,low,苏盐城货083622盐城SUYANCHENGHUOYANCHENG,苏盐城货083622盐城SUYANCHENGHUOYANCHENG,True,correct,
3448,middle,multi,IV,low,苏盐城货086999SUYANCHENGHUO,苏盐城货086999SUYANCHENGHUO,True,correct,
3449,middle,multi,IV,low,苏盐城货088638SUYANCHENGHUO,苏盐城货088638SUYANCHENGHUO,True,correct,
3450,middle,multi,IV,low,苏盐城货089689SUYANCHENGHUO,苏盐城货089689SUYANCHENGHUO,True,correct,
3451,middle,multi,IV,low,苏盐城货089689SUYANCHENGHUO,苏盐城货089689SUYANCHENGHUO,True,correct,
3452,middle,multi,IV,low,苏盐城货092228SUYANCHENGHUO,苏盐城货092228SUYANCHENGHUO,True,correct,
3453,middle,multi,IV,low,苏盐城货098098,苏盐城货098098SUYANCHENGHUO,False,length_error,
3454,middle,multi,IV,low,苏盐城货098098SUYANCHENGHUO,苏盐城货09029SUYANCHENGHUO,False,length_error,
3455,middle,multi,IV,low,苏盐城货098098SUYANCHENGHUO,苏盐城货098098SUYANCHENGHUO,True,correct,
3456,middle,multi,IV,low,苏盐城货098668盐城SUYANCHENGHUOYANCHENG,苏盐城货098668盐城SUYANCHENGHUOYANCHENG,True,correct,
3457,middle,multi,IV,low,苏盐城货200561SUYANCHENGHUO,苏盐城货200561SUYANCHENGHUO,True,correct,
3458,middle,multi,IV,low,苏盐城货202288SUYANCHENGHUO,苏盐城货202288SUYANCHENGHUO,True,correct,
3459,middle,multi,IV,low,苏盐城货202288SUYANCHENGHUO,苏盐城货202288SUYANCHENGHUO,True,correct,
3460,middle,multi,IV,low,苏盐城货202888SUYANCHENGHUO,苏盐城货202888SUYANCHENGHUO,True,correct,
3461,middle,multi,IV,low,苏盐城货212658盐城港,苏盐城货212658盐城港,True,correct,
3462,middle,multi,IV,low,苏盐城货213158盐城SUYANCHENGHUO,苏盐城货213158盐城SUYANCHENGHUO,True,correct,
3463,middle,multi,IV,low,苏盐城货215858SUYANCHENGHUO,苏盐城货215858SUYANCHENGHUO,True,correct,
3464,middle,multi,IV,low,苏盐城货215858盐城港,苏盐城货215858盐城港,True,correct,
3465,middle,multi,IV,low,苏盐城货228688SUYANCHENGHUO,苏盐城货228688SUYANCHENGHUO,True,correct,
3466,middle,multi,IV,low,苏盐城货231666盐城SUYANCHENGHUOYANCHENG,苏盐城货231666盐城SUYANCHENGHUOYANCHENG,True,correct,
3467,middle,multi,IV,low,苏盐城货239588SUYANCHENGHUO,苏盐城货238588SUYANCHENGHUO,False,single_char_error,
3468,middle,multi,IV,low,苏盐城货268818盐城SUYANCHENGHUOYANCHENG,苏盐城货058888盐城SUYANCHENGHUOYANCHENG,False,multi_char_error,
3469,middle,multi,IV,low,苏盐货11610SUYANHUO,苏盐货11610SUYANHUO,True,correct,
3470,middle,multi,IV,low,苏盐货11965SUYANHUO,苏盐货11965SUYANHUO,True,correct,
3471,middle,multi,IV,low,苏盐货11965SUYANHUO,苏盐货11965SUYANHUO,True,correct,
3472,middle,multi,IV,low,苏盐货11965SUYANHUO,苏盐货11965SUYANHUO,True,correct,
3473,middle,multi,IV,low,苏盐货11965盐城港,苏盐货11965盐城港,True,correct,
3474,middle,multi,IV,low,苏盐货30366SUYANHUO,苏盐货30366SUYANHUO,True,correct,
3475,middle,multi,IV,low,苏盐货30366盐城港,苏盐货30366盐城港,True,correct,
3476,middle,multi,IV,low,苏盐货30433,苏盐货30433,True,correct,
3477,middle,multi,IV,low,苏盐货33502SUYANHUO,苏盐货33502SUYANHUO,True,correct,
3478,middle,multi,IV,low,苏盐货33596SUYANHUO,苏盐货33596SUYANHUO,True,correct,
3479,middle,multi,IV,low,苏盐货35098,驻马店港,False,length_error,
3480,middle,multi,IV,low,苏盐货82606,苏盐货82606,True,correct,
3481,middle,multi,IV,low,苏盐货82606SUYANHUO,苏盐货82606SUYANHUO,True,correct,
3482,middle,multi,IV,low,苏红日货999SUHONGRIHUO,苏红日货999SUHONGRIHUO,True,correct,
3483,middle,multi,IV,low,苏红日货8888淮安港,苏红日货8888淮安港,True,correct,
3484,middle,multi,IV,low,苏红日货88888SUHONGRIHUO,苏红日货88888SUHONGRIHUO,True,correct,
3485,middle,multi,IV,low,苏翔辉货100SUXIANGHUIHUO,苏翔辉货100SUXIANGHUIHUO,True,correct,
3486,middle,multi,IV,low,苏翔辉货618SUXIANGHUIHUO,苏翔辉货618SUXIANGHUIHUO,True,correct,
3487,middle,multi,IV,low,苏观音寺货5188SUGUANYINSIHUO,苏观音寺货5188SUGUANYINSIHUO,True,correct,
3488,middle,multi,IV,low,苏观音寺货6099SUGUANYINSIHUO,苏观音寺货6099SUGUANYINSIHUO,True,correct,
3489,middle,multi,IV,low,苏财荣机158南通港SUCAIRONGJINANTONGGANG,苏财荣机158南通港SUCAIRONGJINANTONGGANG,True,correct,
3490,middle,multi,IV,low,苏财荣机6188SUCAIRONGJI,苏财荣机6188SUCAIRONGJI,True,correct,
3491,middle,multi,IV,low,苏连云港货0788SULIANYUNGANGHUO,苏连云港货0788SULIANYUNGANGHUO,True,correct,
3492,middle,multi,IV,low,苏连云港货1551SULIANYUNGANGHUO,苏连云港货1551SULIANYUNGANGHUO,True,correct,
3493,middle,multi,IV,low,苏连云港货1650SULIANYUNGANGHUO,苏连云港货1650SULIANYUNGANGHUO,True,correct,
3494,middle,multi,IV,low,苏连云港货2598SULIANYUNGANGHUO,苏连云港货2598SULIANYUNGANGHUO,True,correct,
3495,middle,multi,IV,low,苏连云港货2727SULIANYUNGANGHUO,苏连云港货2727SULIANYUNGANG,False,length_error,
3496,middle,multi,IV,low,苏连云港货6028连云港,苏连云港货6028连云港,True,correct,
3497,middle,multi,IV,low,苏通驰源货668SUTONGCHIYUANHUO,苏通驰源货668SUTONGCHIYUANHUO,True,correct,
3498,middle,multi,IV,low,苏通驰源货8688SUTONGCHIYUANHUO,苏通驰源货8688SUTONGCHIYUANHUO,True,correct,
3499,middle,multi,IV,low,苏金龙货598淮安SUJINLONGHUOHUAIAN,苏金龙货598淮安SUJINLONGHUOHUAIAN,True,correct,
3500,middle,multi,IV,low,苏金龙货788SUJINLONGHUO,苏金龙货788SUJINLONGHUO,True,correct,
3501,middle,multi,IV,low,苏鑫祥6789SUXINXIANG,苏鑫祥6789SUXINXIANG,True,correct,
3502,middle,multi,IV,low,苏镇江货1689SUZHENJIANGHUO,苏镇江货1689SUZHENJIANGHUO,True,correct,
3503,middle,multi,IV,low,苏镇江货1689镇江港,苏镇江货1689镇江港,True,correct,
3504,middle,multi,IV,low,苏顺发货777SUSHUNFAHUO,苏顺发货777SUSHUNFAHUO,True,correct,
3505,middle,multi,IV,low,苏顺发货2018SUSHUNFAHUO,苏顺发货2018SUSHUNFAHUO,True,correct,
3506,middle,multi,IV,low,苏顺发货9888淮安港SUSHUNFAHUOHUAIANGANG,苏顺发货9888淮安港SUSHUNFAHUOHUAIANGANG,True,correct,
3507,middle,multi,IV,low,苏顺运货8299淮安SUSHUNYUNHUOHUAIAN,苏顺运货8299淮安SUSHUNYUNHUOHUAIAN,True,correct,
3508,middle,multi,IV,low,苏龙66SULONG,苏龙66SULONG,True,correct,
3509,middle,multi,IV,low,茂鸿1MAOHONG,茂鸿1MAOHONG,True,correct,
3510,middle,multi,IV,low,荆淮111JINGHUAI,荆淮111JINGHUAI,True,correct,
3511,middle,multi,IV,low,萧航集002,萧航集002,True,correct,
3512,middle,multi,IV,low,萧航集002XIAOHANGJI,萧航集002XIAOHANGJI,True,correct,
3513,middle,multi,IV,low,萧航集002XIAOHANGJI,萧航集002XIAOHANGJI,True,correct,
3514,middle,multi,IV,low,萧航集005XIAOHANGJI,萧航集005XIAOHANGJI,True,correct,
3515,middle,multi,IV,low,萧达集01,萧达集01,True,correct,
3516,middle,multi,IV,low,萧达集01,萧达集01,True,correct,
3517,middle,multi,IV,low,萧达集02XIAODAJI,萧达集02XIAODAJI,True,correct,
3518,middle,multi,IV,low,萧达集06,萧达集06,True,correct,
3519,middle,multi,IV,low,萧达集06,萧达集06,True,correct,
3520,middle,multi,IV,low,萧达集06,萧达集06,True,correct,
3521,middle,multi,IV,low,萧达集09XIAODAJI,萧达集09XIAODAJI,True,correct,
3522,middle,multi,IV,low,萧达集10XIAODAJI,萧达集10XIAODAJI,True,correct,
3523,middle,multi,IV,low,萧达集11XIAODAJI,萧达集11XIAODAJI,True,correct,
3524,middle,multi,IV,low,萧达集11XIAODAJI,萧达集11XIAODAJI,True,correct,
3525,middle,multi,IV,low,萧达集18XIAODAJI,萧达集1XIAODAJI,False,length_error,
